time_min,bias_V,gradient
0.20609567165374756,1.2786015350145383,-0.8420134420370536
0.4265706022580465,1.4195709502666984,-0.8225858661415296
0.6693109313646952,1.2842067213262243,-0.8822830860626113
0.2059878706932068,1.470894955731836,-0.8122798022308012
0.4270129680633545,1.2829367520398596,-0.8580578169186419
0.6491595228513082,1.3043382249316178,-0.8565672411250781
0.09496250947316488,1.0587035630745953,-1.1168197942362597
0.20500738620758058,1.7848676406332353,-0.6950937969031217
0.314995551109314,1.5126735756745344,-0.8213827219763479
0.09423836469650268,2.0293800840310214,-0.7921722930847348
0.20474679470062257,2.478456830177854,-0.5518205614539349
